scout,match,robot,team,start_pos,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,problems,card,comments
AW,21,B3,2068,F,NA,FALSE,FALSE,0,10,0,3,0,No,FALSE,6,3,NA,No Card,"Couldn41391t see its auto, so I don41391t know what it started with"
CC,21,B2,2068,F,NA,FALSE,FALSE,0,6,0,3,0,No,FALSE,2,3,NA,No Card,NA
AM,21,R3,3136,F,3,FALSE,FALSE,10,3,0,4,5,No,FALSE,26,5,NA,No Card,NA
CC,22,B2,116,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
AM,22,R3,620,C,NA,FALSE,FALSE,10,3,3,4,5,No,FALSE,426,5,NA,No Card,NA
HR,22,R2,2028,F,NA,FALSE,FALSE,10,0,6,3,3,No,FALSE,61,5,NA,No Card,NA
CR,22,R1,620,C,NA,FALSE,FALSE,4,9,4,3,0,No,FALSE,2364,5,NA,No Card,Very fast and versatile
BP,22,B1,10449,M,NA,FALSE,FALSE,2,0,0,0,0,No,FALSE,NA,1,NA,No Card,Stayed in alliance zone and didn41391t shoot very well
KL,22,B3,10449,M,3,FALSE,FALSE,6,0,0,0,0,No,FALSE,2,2,NA,No Card,Was slow and didn41391t really do anything
BP,23,B1,1793,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
AM,23,R3,122,C,NA,FALSE,FALSE,10,1,11,2,3,No,FALSE,246,5,NA,No Card,NA
HR,23,R2,5549,F,3,FALSE,FALSE,9,0,0,0,0,No,FALSE,NA,2,NA,No Card,Got stuck in trench
KL,23,B3,1793,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
CR,23,R1,122,C,NA,FALSE,FALSE,3,3,9,2,0,No,FALSE,256,4,NA,No Card,Unbeached themselves
AC,23,B2,5353,F,3,FALSE,FALSE,5,3,0,5,6,No,FALSE,6,4,NA,No Card,NA
AM,24,R3,2363,C,3,FALSE,FALSE,0,14,0,4,7,No,FALSE,26,4,NA,No Card,NA
BP,24,B1,611,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,1,No Card,NA
CC,24,B2,9072,C,3,FALSE,FALSE,20,6,0,4,2,No,FALSE,NA,4,NA,No Card,NA
CR,24,R1,2363,C,NA,FALSE,FALSE,0,12,0,3,0,No,FALSE,26,4,NA,No Card,NA
HR,24,R2,4099,F,3,FALSE,FALSE,10,4,2,3,3,No,FALSE,6,4,NA,No Card,Overshot a lot
MH,24,B3,449,C,2,FALSE,FALSE,0,6,0,0,6,No,FALSE,264,4,NA,No Card,"very effective no penalty defense, shooter broke?"
CC,25,B2,3373,F,NA,FALSE,FALSE,2,0,2,3,0,No,FALSE,NA,2,NA,No Card,NA
AM,25,R3,1895,M,NA,FALSE,FALSE,3,5,7,2,4,No,FALSE,26,5,NA,No Card,NA
HR,25,R2,2534,C,NA,FALSE,FALSE,0,3,0,0,1,No,FALSE,245,1,NA,No Card,Intake failed
CR,25,R1,1895,M,NA,FALSE,FALSE,0,5,7,3,0,No,FALSE,26,4,NA,No Card,Easily goes over bump
BP,25,B1,5587,C,NA,FALSE,FALSE,3,4,0,0,7,No,FALSE,26,1,NA,No Card,Sat still in alliance zone for long periods of time
KO,25,B3,2988,M,2,FALSE,FALSE,0,1,1,0,9,No,FALSE,2,1,NA,No Card,Slow shooter
AM,26,R3,1731,C,3,FALSE,FALSE,10,16,0,1,3,No,FALSE,NA,3,NA,No Card,Double turret
SBS,26,R2,5353,M,NA,FALSE,FALSE,4,8,0,5,5,No,FALSE,6,4,NA,No Card,NA
MH,26,R1,9403,F,NA,FALSE,FALSE,0,2,0,0,3,No,FALSE,2,3,NA,No Card,intake no work
CC,26,B2,2377,C,NA,FALSE,FALSE,13,4,0,2,4,No,FALSE,NA,4,NA,No Card,NA
BP,26,B1,2890,F,2,FALSE,TRUE,10,0,6,2,5,L1,FALSE,6,3,NA,No Card,Shot accurately?
RY,26,B3,3258,M,NA,FALSE,FALSE,8,0,3,3,3,No,FALSE,16,3,NA,No Card,NA
MC,27,B3,3136,F,NA,FALSE,FALSE,0,3,0,2,8,L1,FALSE,26,4,NA,No Card,"Pretty consistent shooting, relatively fast l1 climb"
AM,27,R3,5243,M,NA,FALSE,FALSE,5,7,1,2,7,F,FALSE,26,4,NA,No Card,Single turret
BP,27,B1,6882,M,NA,FALSE,FALSE,5,1,1,1,3,No,FALSE,6,1,NA,No Card,"Driving was slow, got caught on balls for short periods of time"
CR,27,R1,5243,M,NA,FALSE,FALSE,0,6,2,3,1,No,FALSE,26,3,NA,No Card,NA
SBS,27,R2,1885,C,NA,FALSE,FALSE,3,2,0,0,0,No,FALSE,1,1,NA,No Card,Stopped for a while and then started up again near match end
CC,27,B2,3359,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
CR,28,R1,1793,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
BP,28,B1,116,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
MC,28,B3,4099,C,3,FALSE,FALSE,10,5,0,3,0,No,FALSE,6,2,NA,No Card,NA
AM,28,R3,2963,M,NA,FALSE,FALSE,0,0,0,0,0,F,FALSE,NA,2,NA,No Card,Can41391t do bump and trench
CC,28,B2,2186,F,NA,FALSE,FALSE,2,2,0,2,1,No,FALSE,NA,2,NA,No Card,NA
SBS,28,R2,10449,F,NA,FALSE,FALSE,0,10,0,0,0,No,FALSE,2,2,NA,No Card,"Mid driving, minimal game sense, some bulldozing"
AM,29,R3,1908,C,3,FALSE,FALSE,5,3,1,2,5,No,FALSE,NA,1,1,No Card,"Accurate shooter, can shoot on the move with some reliability?"
SBS,29,R2,5587,F,NA,FALSE,FALSE,0,6,1,2,4,No,FALSE,2,3,NA,No Card,NA
NS,29,B3,526,C,3,FALSE,FALSE,0,3,1,0,1,No,FALSE,2,3,NA,No Card,"Intake broke off during auto, didn41391t shoot/intake further"
CR,29,R1,4472,M,NA,FALSE,FALSE,4,6,0,3,3,No,FALSE,16,4,NA,No Card,BP
CC,29,B2,2988,M,NA,FALSE,FALSE,6,5,1,2,1,No,FALSE,2,3,NA,No Card,NA
BP,29,B1,5338,F,NA,FALSE,FALSE,0,4,2,3,2,No,FALSE,26,3,NA,No Card,Shot well but couldn41391t pull off multiple cycles per shift
AM,30,R3,8230,C,NA,FALSE,FALSE,0,17,4,0,0,No,FALSE,42,4,NA,No Card,Didn41391t shoot or intake
NS,30,B3,1731,F,NA,FALSE,FALSE,0,6,0,1,7,No,FALSE,216,3,NA,No Card,Heavy defense damaged the robot during the math.
KO,30,B1,2363,C,3,FALSE,FALSE,3,5,0,1,3,No,FALSE,6,2,NA,No Card,NA
CR,30,R1,122,M,NA,FALSE,FALSE,4,4,12,1,7,No,FALSE,46,1,NA,No Card,NA
CC,30,B2,4638,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,1,No Card,No moving
SBS,30,R2,611,F,NA,FALSE,FALSE,0,4,3,0,0,No,FALSE,45,4,NA,No Card,Intake not working again learned to do defense tho
KO,31,B1,620,C,2,FALSE,FALSE,3,6,6,0,3,No,FALSE,25,2,NA,No Card,Didn't really shoot much idk
NS,31,B3,5353,M,NA,FALSE,FALSE,5,6,2,3,0,No,FALSE,62,5,NA,No Card,NA
CR,31,R1,2890,C,2,FALSE,FALSE,10,0,5,2,0,L1,FALSE,6,1,NA,No Card,NA
AM,31,R3,539,F,NA,FALSE,FALSE,0,0,2,3,8,L1,TRUE,26,3,NA,No Card,"Barely made it over bump, climbed too early"
SBS,31,R2,449,M,NA,FALSE,FALSE,0,3,2,0,0,No,FALSE,42,4,NA,No Card,"swerve was all messed up, super jittery"
CC,31,B2,1895,F,NA,FALSE,FALSE,0,6,0,3,0,No,FALSE,NA,4,NA,No Card,NA
AM,32,R3,3373,M,NA,FALSE,FALSE,0,0,4,1,7,No,FALSE,26,3,NA,No Card,NA
SBS,32,R2,3258,M,NA,FALSE,FALSE,2,0,7,2,1,No,FALSE,NA,3,NA,No Card,Tank drive
MC,32,B3,2377,F,2,FALSE,FALSE,8,3,1,3,7,No,FALSE,6,1,NA,No Card,NA
CR,32,R1,2068,F,NA,FALSE,FALSE,2,6,0,2,9,No,FALSE,26,1,NA,No Card,NA
CC,32,B2,5549,M,NA,FALSE,FALSE,5,2,0,4,7,No,FALSE,NA,4,NA,No Card,NA
KO,32,B1,5243,F,2,FALSE,FALSE,0,1,3,1,3,No,FALSE,2,3,NA,No Card,Did nothing during auto; relatively slow shooter; attempted climb
SBS,33,R2,3359,M,NA,FALSE,FALSE,0,4,0,0,2,No,FALSE,NA,1,NA,No Card,NA
AM,33,R3,9403,C,NA,FALSE,FALSE,0,4,0,0,6,No,FALSE,NA,2,NA,No Card,NA
MC,33,B3,6882,F,NA,FALSE,FALSE,0,6,0,2,8,No,FALSE,26,3,NA,No Card,I think maybe Kitbot?
CR,33,R1,612,F,NA,FALSE,FALSE,4,0,0,0,7,No,FALSE,NA,2,NA,No Card,NA
AM,34,R3,526,C,3,FALSE,FALSE,7,3,1,1,4,No,FALSE,26,4,NA,No Card,Intake completely broken.?
CC,34,B2,4638,M,NA,FALSE,FALSE,0,4,0,0,2,No,FALSE,2,2,NA,No Card,NA
CR,34,R1,2534,F,NA,FALSE,FALSE,0,16,0,0,0,No,FALSE,2,5,NA,No Card,"Can41391t shoot, great at balldozing"
KO,34,B1,1885,F,NA,FALSE,FALSE,0,6,0,5,0,No,FALSE,NA,2,NA,No Card,Turret; no hopper; slow shooter - scored 5 balls total
NS,34,R2,2028,M,NA,FALSE,FALSE,4,0,2,2,0,L1,TRUE,6,3,NA,No Card,"Heavily relied on balls within their alliance zone. Hopper front fell off. Got knocked off the tower during endgame, foul."
RY,34,B3,611,C,3,TRUE,FALSE,0,0,5,0,0,No,FALSE,4,3,NA,No Card,Very heavy defense
MY,35,B1,3136,F,3,FALSE,FALSE,8,8,0,2,0,No,FALSE,26,3,NA,No Card,NA
NS,35,R2,5353,M,NA,FALSE,FALSE,5,4,0,4,0,No,FALSE,6,3,NA,No Card,NA
JD,35,B3,2988,M,NA,FALSE,FALSE,6,3,3,3,0,No,FALSE,6,3,NA,No Card,Freed their teammate?
CC,35,B2,122,C,NA,FALSE,FALSE,1,0,4,0,2,No,FALSE,31,3,NA,No Card,NA
AM,35,R3,4099,F,3,FALSE,FALSE,10,5,1,2,5,No,FALSE,6,4,NA,No Card,NA
CR,35,R1,5338,C,3,FALSE,FALSE,0,3,0,4,5,No,FALSE,26,4,NA,No Card,"Flexy hopper, intake blocked by hopper"
CR,36,R1,1908,F,3,FALSE,FALSE,8,3,2,4,0,No,FALSE,26,5,NA,No Card,Fast shooter
CC,36,B2,2890,M,NA,FALSE,TRUE,0,4,0,2,7,No,FALSE,NA,3,NA,No Card,NA
JD,36,B3,5243,M,NA,FALSE,FALSE,0,3,1,0,5,No,FALSE,NA,1,NA,No Card,Attempted to climb and got stuck for most of. match but got freed
NS,36,R2,449,C,3,FALSE,FALSE,3,2,0,4,3,No,FALSE,6,5,NA,No Card,449 GOAT High Score
AM,36,R3,2963,M,NA,FALSE,FALSE,0,0,2,0,0,F,FALSE,NA,3,NA,No Card,Didn41391t do anything
RY,36,B1,8230,F,NA,FALSE,FALSE,0,2,4,0,0,No,FALSE,45,1,NA,No Card,"only played defense, ineffective though"
JD,37,B3,116,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
CC,37,B2,1793,NA,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,NA
AM,37,R3,612,M,NA,FALSE,FALSE,10,0,4,1,0,No,FALSE,NA,3,NA,No Card,"Tank drive, turret.?"
BP,37,B1,3359,C,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,NA,No Card,Trying to go under trench with a robot that is way too tall. Stayed in alliance zone and didn41391t shoot
